sample_id,method,baseline_correct,corrected_correct,flip_to_correct,intervened,used_fallback,flip_to_wrong,image_id,question,ground_truth,question_type_structural,question_type_semantic
11121262,E1,1,1,0,1,0,0,2383270,What is on the brown table?,pen,query,rel
1122141,E1,1,1,0,1,0,0,2269,Is the van to the left of the truck black or white?,black,choose,attr
17696715,E1,1,1,0,1,0,0,2362334,Does the person that is to the left of the woman appear to be sitting?,yes,verify,attr
1482147,E1,1,1,0,1,0,0,2331015,What kind of vehicle is it?,train,query,cat
12774169,E1,1,1,0,1,0,0,2342152,Are the palm trees on the right side or on the left?,right,choose,attr
17937844,E1,0,1,1,1,0,0,2371825,"How do the pants look, long or short?",short,choose,attr
12829148,E1,1,0,0,1,0,1,2325810,Is there a fence or a bicycle in the picture?,yes,logical,obj
18814137,E1,1,1,0,1,0,0,2359142,How tall is the grass that is inside the fence?,short,query,attr
18593021,E1,1,1,0,1,0,0,2368877,Is there a green blanket or towel?,no,logical,obj
15185768,E1,1,1,0,1,0,0,2348528,Does the sky look blue and clear?,yes,logical,attr
13127798,E1,1,1,0,1,0,0,2403783,Does the liquid of the cup have green color?,no,verify,attr
1683070,E1,0,0,0,1,0,0,2370783,The shirt the boy is wearing has which color?,gray,query,attr
17394625,E1,0,1,1,1,0,0,2384847,Is there a woman to the left of the tent that looks black?,no,verify,rel
131007732,E1,0,1,1,1,0,0,2413087,"On which side is the man, the right or the left?",left,choose,attr
1859645,E1,1,1,0,1,0,0,2403462,What drink is to the left of the chair?,wine,query,rel
19880584,E1,0,1,1,1,0,0,2359886,What is that statue in front of?,fountain,query,rel
13726909,E1,0,0,0,1,0,0,2375648,Is the red towel on the left side?,yes,verify,attr
1398612,E1,0,1,1,1,0,0,2398000,Who is in front of the net?,girl,query,rel
11513139,E1,1,1,0,1,0,0,2340391,What is the meat to the right of the girl on the left of the picture called?,pepperoni,query,rel
1529047,E1,1,1,0,1,0,0,2378825,Are there both windows and clocks in the image?,yes,logical,obj
1930622,E1,1,1,0,1,0,0,2381305,Does the device near the book appear to be closed and black?,yes,logical,attr
17791507,E1,1,1,0,1,0,0,2344827,What is the person to the left of the boy wearing?,heels,query,rel
19954100,E1,1,1,0,1,0,0,2406002,Are there either any parachutes or mats in the image?,no,logical,obj
15565176,E1,1,1,0,1,0,0,2331434,Is the woman on the right side?,no,verify,attr
15239070,E1,1,1,0,1,0,0,2328839,Is the curtain different in color than the wire?,yes,compare,attr
101038518,E1,1,1,0,1,0,0,285971,Are there any small doors or windows in the image?,no,logical,obj
15405128,E1,0,1,1,1,0,0,3494,Is the person to the right of the bottle with the label?,yes,verify,rel
18924997,E1,0,1,1,1,0,0,2341659,The jeans are of which color?,black,query,attr
15269023,E1,0,0,0,1,0,0,2373262,Does the ground look blue or red?,blue,choose,attr
13843200,E1,1,1,0,1,0,0,2409391,What color is that coat?,dark,query,attr
10329849,E1,1,1,0,1,0,0,2342847,What is the animal that the car is behind of called?,bull,query,rel
19900076,E1,1,1,0,1,0,0,2316836,Are there any pots that are not blue?,yes,verify,obj
14863381,E1,1,1,0,1,0,0,2371134,What is the microwave on?,shelf,query,rel
19417782,E1,0,1,1,1,0,0,2390215,Which type of material is the tie made of?,metal,query,attr
12341936,E1,1,1,0,1,0,0,2378022,On which side of the image is the person?,left,query,attr
11283638,E1,1,1,0,1,0,0,2355633,On which side of the photo is the cup?,right,query,attr
14824867,E1,1,1,0,1,0,0,2390989,Is the shower curtain gray?,yes,verify,attr
151026421,E1,0,1,1,1,0,0,2340073,What kind of device is it?,phone,query,cat
12290473,E1,1,1,0,1,0,0,2403358,Are there orange skateboards in the image?,no,verify,obj
14532198,E1,1,1,0,1,0,0,2351714,Is there any table or chair that is not made of metal?,no,logical,obj
1217392,E1,0,0,0,1,0,0,2411391,Is the snow full and brown?,yes,logical,attr
19545693,E1,0,1,1,1,0,0,2354614,Where is the bench?,balcony,query,rel
14143913,E1,0,0,0,1,0,0,2324284,Who is wearing trousers?,man,query,rel
19468195,E1,0,1,1,1,0,0,2409283,Where are the bricks?,park,query,rel
11199016,E1,1,1,0,1,0,0,2382178,Are there bells or toolboxes in this image?,no,logical,obj
16844801,E1,1,1,0,1,0,0,2405085,Is there a horse in the field?,yes,verify,rel
18791229,E1,1,1,0,1,0,0,2315632,Is the coat blue?,no,verify,attr
12556340,E1,1,1,0,1,0,0,2379492,The metal fence in front of the building has what color?,black,query,attr
18942870,E1,0,1,1,1,0,0,2330603,What is on the bed?,laptop,query,rel
16558482,E1,0,1,1,1,0,0,2410578,Where is the person to the right of the person walking?,mall,query,rel
161036595,E1,1,1,0,1,0,0,2368963,Are there shelves to the right of the curtain the dresser is in front of?,yes,verify,rel
13339460,E1,1,1,0,1,0,0,2356833,What kind of appliance is to the left of the pillow?,radiator,query,rel
18890206,E1,1,1,0,1,0,0,2343903,Which place is it?,beach,query,global
10481180,E1,1,1,0,1,0,0,2347262,What's the man riding on?,snowboard,query,rel
19397640,E1,0,1,1,1,0,0,2361493,What kind of appliance is half full?,refrigerator,query,cat
15551605,E1,1,1,0,1,0,0,2409592,What are the vehicles that are to the left of the person that is crossing the street?,buses,query,rel
19311589,E1,1,1,0,1,0,0,2336493,Are there both fences and horses in this picture?,yes,logical,obj
13877211,E1,1,1,0,1,0,0,2318977,Which kind of instrument is on the bed?,guitar,query,rel
12113965,E1,0,1,1,1,0,0,2387863,On which side is the yellow flag?,right,query,attr
1662807,E1,1,1,0,1,0,0,2412131,What is the walking person near the person holding?,surfboard,query,rel
16601356,E1,0,1,1,1,0,0,2416826,On which side is the placemat?,left,query,attr
19606149,E1,1,1,0,1,0,0,2404854,Is there a pot near the gravel?,yes,verify,rel
14600148,E1,1,1,0,1,0,0,2390092,Are the green beans on the left side?,no,verify,attr
12103106,E1,1,1,0,1,0,0,2403677,Which room is it?,kitchen,query,global
11878829,E1,1,1,0,1,0,0,2390370,"Where in this photograph is the large planter, in the top or in the bottom?",bottom,choose,attr
16908443,E1,1,1,0,1,0,0,1592877,Which kind of vehicle is the bush behind of?,bus,query,rel
11948076,E1,0,0,0,1,0,0,2369172,Is the water both choppy and dark?,yes,logical,attr
10378670,E1,0,1,1,1,0,0,2401699,What is common to the logo and the switch?,color,compare,attr
16126478,E1,0,1,1,1,0,0,2415614,What is the name of the devices on the table?,laptops,query,rel
17348940,E1,1,1,0,1,0,0,2328914,"What makes up the cup that is to the left of the stapler, Styrofoam or glass?",styrofoam,choose,attr
141006820,E1,1,1,0,1,0,0,2410601,Is the apple on a plate?,no,verify,rel
17891076,E1,1,1,0,1,0,0,2403109,What piece of furniture is in front of the wall?,shelf,query,rel
13644996,E1,0,1,1,1,0,0,2315563,What do the pole and the planter have in common?,color,compare,attr
10150791,E1,1,1,0,1,0,0,2412502,Are there cabinets in this photo?,no,verify,obj
133040,E1,0,0,0,1,0,0,2409219,Is the young girl to the right or to the left of the young boy?,left,choose,rel
1129453,E1,1,1,0,1,0,0,2361386,Is the blanket on the right or on the left side of the picture?,right,choose,attr
1612634,E1,1,1,0,1,0,0,2354693,Are there any tomatoes that are yellow?,no,verify,obj
101004377,E1,1,1,0,1,0,0,2359779,Is there a pepper on the pizza?,yes,verify,rel
16761847,E1,0,1,1,1,0,0,2364604,What kind of cooking utensil can be seen in the picture?,pizza pan,query,cat
15884424,E1,0,1,1,1,0,0,2386425,What is this bus in front of?,tree,query,rel
1927045,E1,0,0,0,1,0,0,2389074,Who is wearing a shirt?,woman,query,rel
13277775,E1,0,1,1,1,0,0,2317358,Does the woman ride on a surfboard?,yes,verify,rel
18167221,E1,1,1,0,1,0,0,2375415,What is on the plate to the left of the knife?,salad,query,rel
15490974,E1,1,0,0,1,0,1,2380105,Is the large kite striped and curved?,yes,logical,attr
13103828,E1,1,0,0,1,0,1,2357756,What is this piece of furniture called?,table,query,cat
12977355,E1,0,1,1,1,0,0,2322438,What kind of furniture is the phone on?,shelf,query,rel
13904291,E1,1,1,0,1,0,0,498121,Are there any boys to the left of the man on the right of the image?,no,verify,rel
171017855,E1,1,1,0,1,0,0,2344162,What is the piece of furniture called?,desk,query,cat
171014445,E1,1,1,0,1,0,0,2412343,What are the animals to the right of the bell that is to the right of the sculpture?,lions,query,rel
12838776,E1,0,1,1,1,0,0,2359174,What is the man wearing?,glasses,query,rel
17194977,E1,1,1,0,1,0,0,2327964,On which side is the elephant?,right,query,attr
16774773,E1,1,1,0,1,0,0,2388093,Does the dark water look deep or shallow?,deep,choose,attr
11817373,E1,1,1,0,1,0,0,2360609,Do you think that kite is surfing?,yes,verify,attr
14835926,E1,0,0,0,1,0,0,2397009,What color does the glass have?,red,query,attr
13502130,E1,1,1,0,1,0,0,2405230,What device is on the wall?,phone,query,rel
18896072,E1,0,0,0,1,0,0,2359495,Which kind of furniture is black?,sofa,query,cat
11649314,E1,1,1,0,1,0,0,2393768,The veggies in the middle are which color?,green,query,attr
12169621,E1,1,1,0,1,0,0,2326760,Are there square tables or ottomen?,no,logical,obj
16229883,E1,1,1,0,1,0,0,2390071,What is the plate to the right of the broccoli filled with?,rice,query,rel
10682862,E1,0,0,0,1,0,0,2412363,What is the vegetable to the right of the salad in the center of the photo?,tomato,query,rel
12366045,E1,1,1,0,1,0,0,2390293,Which kind of animal is it?,horse,query,cat
19229391,E1,1,1,0,1,0,0,2332488,On which side is the dark drink?,left,query,attr
19772922,E1,1,1,0,1,0,0,2372614,Is the frisbee to the right or to the left of the person that is wearing a shoe?,left,choose,rel
18278638,E1,1,1,0,1,0,0,2316171,What vegetable is on the pizza?,onion,query,rel
13713281,E1,1,1,0,1,0,0,2382034,What color is the car in the middle of the picture?,blue,query,attr
18544222,E1,1,1,0,1,0,0,2320356,Are there glasses or fences?,no,logical,obj
10421513,E1,1,1,0,1,0,0,2363244,Is the laptop near the cup black or silver?,black,choose,attr
13673034,E1,1,1,0,1,0,0,2348548,Are the pants blue?,no,verify,attr
17536415,E1,1,1,0,1,0,0,2382232,What are the animals that the spots are on?,giraffes,query,rel
17808207,E1,0,1,1,1,0,0,2351035,What kind of furniture is to the left of the soldier?,shelf,query,rel
1185988,E1,1,1,0,1,0,0,2391692,What is the device on top of the table that is to the right of the trashcan?,monitor,query,rel
10560405,E1,1,1,0,1,0,0,2354917,On which side are the napkins?,left,query,attr
1836601,E1,1,1,0,1,0,0,2329782,On which side of the photo is the man?,right,query,attr
111273,E1,1,1,0,1,0,0,2320905,Which color is the sky?,gray,query,attr
101013349,E1,1,1,0,1,0,0,2374319,Which kind of fast food is on the tray?,pizza,query,rel
17863555,E1,0,1,1,1,0,0,2399389,Are there onions to the left of the tomato on the left side?,yes,verify,rel
10472185,E1,1,1,0,1,0,0,463,What is used to make the sidewalk?,brick,query,attr
151054913,E1,1,1,0,1,0,0,2404827,On which side of the picture is the black mirror?,right,query,attr
14150782,E1,0,0,0,1,0,0,150282,Which kind of clothing is colorful?,coat,query,cat
15431506,E1,1,1,0,1,0,0,2344297,Who is holding onto the dog that the woman is to the right of?,man,query,rel
18342661,E1,0,1,1,1,0,0,2414593,Is the man to the left of the women riding a bike?,yes,verify,rel
17208249,E1,0,0,0,1,0,0,2413899,What is the vegetable on the plate of food?,cauliflower,query,rel
17528451,E1,1,1,0,1,0,0,2410790,Are there any chairs or tables that are made of metal?,no,logical,obj
14647251,E1,0,1,1,1,0,0,2324564,Is the lamp to the left of a pillow?,yes,verify,rel
17211384,E1,1,1,0,1,0,0,2322600,Are there any giraffes to the left of the fence that looks long?,yes,verify,rel
18645978,E1,0,0,0,1,0,0,2320456,What are the melons on?,side table,query,rel
11546566,E1,0,0,0,1,0,0,2380112,What is covered in snow?,roof,query,rel
10992521,E1,1,1,0,1,0,0,2322425,What is the lake surrounded by?,trees,query,rel
1691597,E1,1,1,0,1,0,0,2394828,What is that fence made of?,metal,query,attr
13676430,E1,1,1,0,1,0,0,2415204,Is the bottle to the left of the happy person?,no,verify,rel
17207482,E1,0,1,1,1,0,0,2322049,What is on the oven the bacon is to the left of?,clock,query,rel
13159250,E1,1,0,0,1,0,1,2366749,Is there a cup or a tomato?,yes,logical,obj
18655581,E1,1,0,0,1,0,1,2328704,Which kind of furniture is the lamp on?,nightstand,query,rel
11805654,E1,0,1,1,1,0,0,2324322,On which side of the image is the pepperoni?,left,query,attr
15854718,E1,1,1,0,1,0,0,2413508,What is holding the sandwich?,box,query,rel
16654438,E1,0,0,0,1,0,0,2360482,What kind of furniture is sitting on the floor?,ottoman,query,rel
1825260,E1,0,1,1,1,0,0,2365064,Is there a pot in the kitchen?,yes,verify,rel
15382420,E1,1,1,0,1,0,0,2345900,Are there any vases or briefcases?,no,logical,obj
13461921,E1,1,1,0,1,0,0,2341361,What animal is lying on top of the chair that is on top of the deck?,cat,query,rel
11746474,E1,0,1,1,1,0,0,2383754,What is the man on the motorbike wearing?,helmet,query,rel
10376400,E1,1,1,0,1,0,0,2359715,Is the screen to the right or to the left of the man that is old?,right,choose,rel
17150344,E1,1,1,0,1,0,0,2381387,What animal is in the green grass?,horse,query,rel
1988492,E1,1,1,0,1,0,0,2357988,Are any hats observable?,no,verify,obj
15975331,E1,0,1,1,1,0,0,2392397,That dish has what color?,green,query,attr
19118604,E1,0,0,0,1,0,0,2339867,Which place is it?,parking lot,query,global
10513400,E1,0,1,1,1,0,0,2325295,Is the purse to the right of the cup that is to the right of the statue?,yes,verify,rel
10644437,E1,1,1,0,1,0,0,2385743,Is this a black sofa?,no,verify,attr
18233279,E1,1,1,0,1,0,0,2405819,What does the person that is not tall used?,kite,query,rel
10112923,E1,1,0,0,1,0,1,2360411,Which kind of food is in the bowl?,tofu,query,rel
11766196,E1,1,1,0,1,0,0,2334480,Does the drink to the left of the mobile phone look red?,no,verify,attr
14305270,E1,1,1,0,1,0,0,2387030,Are there any fire hydrants near the blue ocean?,yes,verify,rel
14775014,E1,1,1,0,1,0,0,2403595,Which kind of furniture is the pillow on?,bed,query,rel
19737210,E1,1,1,0,1,0,0,2386651,Is the brown chair to the right or to the left of the bag?,right,choose,rel
18173853,E1,0,1,1,1,0,0,2396567,Is the shape of the bananas round?,yes,verify,attr
19253780,E1,0,1,1,1,0,0,2359700,Who wears the skis?,child,query,rel
11166911,E1,0,1,1,1,0,0,2404979,What is the pole in front of?,trees,query,rel
19831594,E1,1,1,0,1,0,0,2412358,Which side of the image is the video camera on?,right,query,attr
16432564,E1,0,1,1,1,0,0,2417831,What is he wearing?,pants,query,rel
18315874,E1,1,1,0,1,0,0,1012,"What material is the bridge, rock or iron?",rock,choose,attr
17184724,E1,1,1,0,1,0,0,4290,Are there any chairs in the photo?,yes,verify,obj
17398608,E1,0,0,0,1,0,0,2321675,What animal is standing in the field?,horse,query,rel
10161134,E1,0,0,0,1,0,0,2408305,What is in the calm water?,ball,query,rel
16371841,E1,1,1,0,1,0,0,2396304,Which kind of clothing is thick?,glove,query,cat
10275952,E1,0,0,0,1,0,0,2316861,What is the purple article of clothing?,dress,query,cat
18413100,E1,0,1,1,1,0,0,2354399,What is in the white container?,chocolate,query,rel
19447661,E1,0,0,0,1,0,0,2350474,How is the weather today?,cloudless,query,global
1241497,E1,0,1,1,1,0,0,2362038,Which kind of clothing is not white?,apron,query,cat
14618559,E1,1,1,0,1,0,0,2372563,Are there green bags in the photo?,no,verify,obj
10568920,E1,1,1,0,1,0,0,2387481,Is there a can beside the woman that is on the left side?,no,verify,rel
12843638,E1,1,1,0,1,0,0,1887,"In which part is the traffic light, the top or the bottom?",bottom,choose,attr
13676300,E1,0,1,1,1,0,0,2415204,The lemon is on what?,fork,query,rel
10397944,E1,0,0,0,1,0,0,2387136,"Which side is the bag on, the right or the left?",right,choose,attr
10445249,E1,0,0,0,1,0,0,2367305,Which kind of vegetable is to the right of the onions?,artichokes,query,rel
12103646,E1,1,1,0,1,0,0,2403677,What are the items of furniture that are to the right of the appliance that is below the microwave?,cabinets,query,rel
10153670,E1,1,1,0,1,0,0,2395301,Which kind of vegetable is not red?,onions,query,cat
14889337,E1,1,0,0,1,0,1,2374981,Are both the post and the fence made of the same material?,no,compare,attr
17808273,E1,1,1,0,1,0,0,2351035,Is the brown bag to the left of the soldier?,yes,verify,rel
13124398,E1,1,0,0,1,0,1,2400251,Is the gray screen to the right or to the left of the books that are to the right of the scissors?,right,choose,rel
11985561,E1,1,1,0,1,0,0,2386099,Is there a cake in the photo that is white?,no,verify,obj
101033450,E1,1,1,0,1,0,0,2405682,On which side of the image is the car?,right,query,attr
1925120,E1,0,1,1,1,0,0,2366862,What color is the floor?,tan,query,attr
1861037,E1,1,1,0,1,0,0,2403460,What is on the fridge?,paper,query,rel
16889949,E1,1,1,0,1,0,0,1159654,What is the animal that is lying in the kitchen?,dog,query,rel
13466792,E1,0,0,0,1,0,0,2316339,Are the people to the right of a chair?,yes,verify,rel
1972300,E1,1,1,0,1,0,0,2387777,Is the wool covering a cow?,no,verify,rel
18233502,E1,1,1,0,1,0,0,2405819,"On which side of the photo is the boy, the right or the left?",right,choose,attr
19676689,E1,0,0,0,1,0,0,2343187,The owl is on what?,log,query,rel
19257468,E1,1,1,0,1,0,0,2348008,What is the vehicle that is to the left of the fire hydrant that is in the grass?,bus,query,rel
10127447,E1,1,1,0,1,0,0,2376309,Which color are the goggles?,black,query,attr
15776471,E1,0,0,0,1,0,0,2319436,What kind of vegetable is on the tray the paper is under of?,potatoes,query,rel
11207697,E1,0,1,1,1,0,0,2316747,Is the computer on the left side or on the right of the photo?,left,choose,attr
17863618,E1,1,1,0,1,0,0,2399389,Is the bread on a tray?,no,verify,rel
19108415,E1,1,1,0,1,0,0,2377013,Is the floor wooden and rough?,no,logical,attr
1228463,E1,1,1,0,1,0,0,2344578,What fruit is to the left of the plate?,banana,query,rel
18282991,E1,0,0,0,1,0,0,2328576,What is the person to the left of the lamp sitting on?,bed,query,rel
123206,E1,0,1,1,1,0,0,2410046,Which color do you think the trees in the snow are?,dark,query,attr
11546576,E1,1,1,0,1,0,0,2380112,On which side is the man?,right,query,attr
16116618,E1,0,1,1,1,0,0,2317251,The water is in front of what?,mountain,query,rel
19805785,E1,0,0,0,1,0,0,2331876,Is there either soup or cheese in this image?,yes,logical,obj
13425351,E1,1,1,0,1,0,0,2412682,"Which color is the shirt, gray or orange?",gray,choose,attr
12182875,E1,0,1,1,1,0,0,2349905,What kind of clothing is brown?,jacket,query,cat
15674769,E1,0,1,1,1,0,0,2384074,What is the person that looks skinny doing?,playing,query,attr
12866362,E1,1,1,0,1,0,0,2352785,Is there a small bridge in the scene?,yes,verify,obj
10560556,E1,0,1,1,1,0,0,2354917,Do you see any trays on the microwave?,yes,verify,rel
12585351,E1,0,1,1,1,0,0,713913,Is there a woman to the right of the plate?,no,verify,rel
11576641,E1,0,1,1,1,0,0,285728,Which kind of furniture is to the right of the fence?,chair,query,rel
19635747,E1,1,1,0,1,0,0,2321959,What is in the street?,train,query,rel
18821906,E1,0,1,1,1,0,0,2333789,Do you see any kites or flags that are made of plastic?,no,logical,obj
18573128,E1,1,1,0,1,0,0,2395994,What's in the basket?,bread,query,rel
19757887,E1,1,1,0,1,0,0,2385218,What is on the cart that is made of metal?,luggage,query,rel
16541724,E1,1,1,0,1,0,0,2411098,Does the ground look white?,no,verify,attr
15198474,E1,0,1,1,1,0,0,2390473,Do you see any lettuce in the drawer?,yes,verify,rel
11826769,E1,1,1,0,1,0,0,2411323,What vehicle is on top of the train tracks?,train,query,rel
13741235,E1,1,1,0,1,0,0,2382560,What is the animal in front of the house near the trash bin?,cat,query,rel
16269666,E1,1,1,0,1,0,0,2407148,What animal is to the right of the person that the bottle is to the left of?,cat,query,rel
11193316,E1,1,1,0,1,0,0,2401804,Where do you think is the person?,balcony,query,rel
1727120,E1,1,1,0,1,0,0,2408322,On which side of the image is the kid?,right,query,attr
10316949,E1,1,1,0,1,0,0,2404263,Are there any couches or drawers in this image?,no,logical,obj
15614530,E1,1,1,0,1,0,0,2399690,Who is sitting on the couch?,boy,query,rel
19184470,E1,0,0,0,1,0,0,2347169,What is the man to the right of the glasses wearing?,cap,query,rel
16160428,E1,0,1,1,1,0,0,2391757,Is there either a gray bench or fence?,yes,logical,obj
17558076,E1,0,0,0,1,0,0,2339979,What is the food that is to the left of the fence on the right?,candy,query,rel
151015949,E1,0,0,0,1,0,0,2251,On which side of the picture is the woman?,left,query,attr
15781827,E1,0,0,0,1,0,0,2323573,What is the piece of furniture to the right of the chair made of wood?,cupboard,query,rel
14889537,E1,1,1,0,1,0,0,2374981,Are there blue doors?,no,verify,obj
11778287,E1,0,0,0,1,0,0,2407394,What kind of place is shown?,ocean,query,global
18782471,E1,1,1,0,1,0,0,2356933,On which side of the image is the tablecloth?,left,query,attr
17782439,E1,0,1,1,1,0,0,2345405,Is the bench on the right side of the photo?,yes,verify,attr
10661008,E1,1,1,0,1,0,0,2366958,What clothing item is cream colored?,jacket,query,cat
19415585,E1,1,1,0,1,0,0,2363785,Is this a hot dog or a sandwich?,sandwich,choose,cat
18699436,E1,1,0,0,1,0,1,2325830,Is there either a black flag or clock in the scene?,yes,logical,obj
16591651,E1,0,1,1,1,0,0,2392802,The car is of what color?,white,query,attr
131044853,E1,1,1,0,1,0,0,1167,Does the chair look white?,no,verify,attr
17401170,E1,1,1,0,1,0,0,2374484,What's the boy on?,surfboard,query,rel
13702729,E1,1,0,0,1,0,1,2356634,What is the man wearing?,helmet,query,rel
12788970,E1,1,1,0,1,0,0,2106,What is the piece of furniture that is to the left of the bed?,shelf,query,rel
1593265,E1,0,1,1,1,0,0,2317027,How big is the garbage can that is to the left of the chair?,small,query,attr
17873270,E1,0,1,1,1,0,0,2329930,The sauce has which color?,orange,query,attr
14522466,E1,0,0,0,1,0,0,2393625,Who is wearing a helmet?,boy,query,rel
18602175,E1,1,1,0,1,0,0,2404083,Do the gray clouds look light and rainy?,no,logical,attr
12836406,E1,1,1,0,1,0,0,2348359,Was cardboard used to make the cup which is to the right of the sandwich?,no,verify,attr
12739893,E1,0,1,1,1,0,0,4063,What is in the dresser on the right?,lamp,query,rel
10242800,E1,1,1,0,1,0,0,2394571,What is the color of the large bear?,brown,query,attr
15323847,E1,1,1,0,1,0,0,2379292,What is the girl holding?,umbrella,query,rel
1132190,E1,0,1,1,1,0,0,2410671,Where is the giraffe near the bird eating from?,feeder,query,rel
141034859,E1,0,1,1,1,0,0,713470,Where is the water?,lake,query,rel
11985754,E1,1,1,0,1,0,0,2386099,Do the people around the table surround a cake?,yes,verify,rel
12888812,E1,1,1,0,1,0,0,1888,Are there any statues to the left of the man that is wearing a shirt?,no,verify,rel
10899760,E1,1,1,0,1,0,0,2355238,Is the bookcase behind the person that is wearing glasses?,yes,verify,rel
16744237,E1,1,1,0,1,0,0,2341852,What is the color of the uniform?,red,query,attr
13907641,E1,0,1,1,1,0,0,2371222,Is the wineglass to the right or to the left of the person that is wearing eye glasses?,left,choose,rel
12947992,E1,1,1,0,1,0,0,2342823,Does the shirt appear to be black?,yes,verify,attr
19871356,E1,1,1,0,1,0,0,2417714,Of which color is the pillow to the right of the girl?,pink,query,attr
13136500,E1,1,1,0,1,0,0,2405555,What animal is the dog following?,horse,query,rel
16143009,E1,1,1,0,1,0,0,2325405,What kind of vehicle is to the left of the SUV?,car,query,rel
15146954,E1,0,1,1,1,0,0,2391285,What kind of vegetable is in the basket?,tomatoes,query,rel
164027,E1,1,1,0,1,0,0,2335718,What color is the hat?,blue,query,attr
17967147,E1,0,1,1,1,0,0,2355007,What kind of clothing is white?,uniform,query,cat
12140341,E1,1,1,0,1,0,0,2359333,"Which kind of device is made of plastic, the laptop or the camera?",laptop,choose,cat
13567395,E1,0,1,1,1,0,0,2335655,What kind of animal is white?,dog,query,cat
15798000,E1,1,1,0,1,0,0,2320975,What does the person hold?,kite,query,rel
17699693,E1,1,1,0,1,0,0,2389153,Is the horse's tail black and bushy?,yes,logical,attr
16761866,E1,0,1,1,1,0,0,2364604,What cooking utensil is to the right of the drink on the left?,pizza pan,query,rel
17861346,E1,1,1,0,1,0,0,2334149,Is there a truck in front of the building?,yes,verify,rel
11737149,E1,1,1,0,1,0,0,2367641,Are there any mirrors or bar stools?,no,logical,obj
1896671,E1,1,1,0,1,0,0,2343302,What vehicle is in the parking lot that is below the tree?,bus,query,rel
12591324,E1,1,1,0,1,0,0,2317439,Is the tennis racket in the top or in the bottom part?,top,choose,attr
17253361,E1,1,0,0,1,0,1,2319875,The jacket the man is with is which color?,tan,query,attr
1968740,E1,1,1,0,1,0,0,2339471,Is there a computer mouse to the left of the keyboard that is on the right of the picture?,no,verify,rel
14113397,E1,1,1,0,1,0,0,1507,Are there any fences that are red in the photograph?,no,verify,obj
161075283,E1,1,1,0,1,0,0,2334632,Is he wearing jeans?,yes,verify,rel
15323877,E1,1,1,0,1,0,0,2379292,Is there either any umbrella or bench in this picture?,yes,logical,obj
19730486,E1,1,1,0,1,0,0,2383197,Which side of the image is the bread on?,left,query,attr
10949829,E1,0,1,1,1,0,0,2339423,What is the man surrounded by?,gifts,query,rel
101013274,E1,0,0,0,1,0,0,2374319,What kind of meat is on the pizza in the middle?,pepperoni,query,rel
10607090,E1,0,1,1,1,0,0,2404261,Who is on the surfboard?,man,query,rel
151034910,E1,1,1,0,1,0,0,2332666,Are there either any white buckets or clocks?,yes,logical,obj
17475408,E1,1,1,0,1,0,0,2327279,Which kind of device is white?,laptop,query,cat
11720184,E1,1,1,0,1,0,0,2330867,On which side of the photo is the salt shaker?,left,query,attr
15710515,E1,1,1,0,1,0,0,2402286,What is the animal that the collar is on?,dog,query,rel
19222199,E1,1,1,0,1,0,0,2411607,Are there any brooms next to the extinguisher?,yes,verify,rel
1096156,E1,0,0,0,1,0,0,2319686,The trailer is sitting where?,airport,query,rel
17268689,E1,0,1,1,1,0,0,2328746,What is on the hydrant to the right of the man?,cap,query,rel
13297737,E1,0,0,0,1,0,0,2317570,Are there any laptops on top of the table?,no,verify,rel
14966363,E1,1,1,0,1,0,0,2379264,Is there a fire hydrant in the picture that is not white?,yes,verify,obj
15905487,E1,1,0,0,1,0,1,2317694,Is there a bird or a bear in the picture?,yes,logical,obj
101013335,E1,1,1,0,1,0,0,2374319,Which kind of fast food is on the pizza pan?,pizza,query,rel
13727152,E1,1,1,0,1,0,0,2375648,What is the piece of furniture that is to the left of the towel?,chair,query,rel
17559777,E1,0,1,1,1,0,0,2359457,What do both the mask and the hat have in common?,color,compare,attr
14954509,E1,0,1,1,1,0,0,2327321,Who is wearing the pants?,girl,query,rel
11474633,E1,1,1,0,1,0,0,2410200,Is it outdoors?,no,verify,global
12568015,E1,1,1,0,1,0,0,2334740,Is the man to the right of a racket?,no,verify,rel
151000741,E1,1,1,0,1,0,0,2323933,Is there a helmet or a motorcycle in this image?,yes,logical,obj
16112273,E1,1,1,0,1,0,0,2321409,How large are the leaves?,large,query,attr
16312578,E1,1,1,0,1,0,0,2412075,What is the notebook on?,nightstand,query,rel
19987739,E1,1,1,0,1,0,0,2405197,What is the bear walking in?,grass,query,rel
12425206,E1,1,1,0,1,0,0,2414948,Is the silk blanket to the left or to the right of the book in this image?,right,choose,rel
19129985,E1,0,0,0,1,0,0,2375091,What is the person to the right of the box wearing?,hat,query,rel
10331371,E1,0,0,0,1,0,0,2373585,Which kind is this device?,screen,query,cat
1215260,E1,0,1,1,1,0,0,2397393,"On which side of the photo are the pillows, the right or the left?",right,choose,attr
11660165,E1,1,0,0,1,0,1,2351478,Who is wearing a shirt?,child,query,rel
15897527,E1,0,1,1,1,0,0,4488,What is the color of the pot?,black,query,attr
18437418,E1,1,1,0,1,0,0,2380135,Is this a square plate?,no,verify,attr
15724531,E1,1,1,0,1,0,0,2379138,What is on the post?,sign,query,rel
11800529,E1,1,1,0,1,0,0,2370876,What are the scissors on?,table,query,rel
