sample_id,image_id,question,ground_truth,question_type_structural,question_type_semantic,n_claims_total,claims_total_object_existence,claims_supported_object_existence,claims_contradicted_object_existence,claims_uncertain_object_existence,claims_total_attribute,claims_supported_attribute,claims_contradicted_attribute,claims_uncertain_attribute,claims_total_spatial,claims_supported_spatial,claims_contradicted_spatial,claims_uncertain_spatial,claims_total_counting,claims_supported_counting,claims_contradicted_counting,claims_uncertain_counting,claims_total_action,claims_supported_action,claims_contradicted_action,claims_uncertain_action,claims_total_text_ocr,claims_supported_text_ocr,claims_contradicted_text_ocr,claims_uncertain_text_ocr,dominant_contradicted_type,has_any_contradiction
13387365,2323659,Who is wearing the socks?,child,query,rel,5,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,none,0
10611152,1159729,What kind of appliance is to the left of the blender in the center?,coffee maker,query,rel,5,1,1,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19388759,2325119,What is in the container?,cabbage,query,rel,5,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
2620369,2413347,Do the shorts have a different color than the trunks?,no,compare,attr,5,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
196941,2356670,What's the fence made of?,wood,query,attr,5,2,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18445197,2333821,What is hanging on the brick wall?,flag,query,rel,5,2,2,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
162519,2399406,"What animal are the trees behind of, an elephant or a horse?",horse,choose,rel,5,2,1,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1638555,2385819,Was paper used to make the cup to the left of the plate?,no,verify,attr,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
9958590,2371178,Do you see any bus on the side of the street?,no,verify,rel,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18495742,2367541,Is there either a truck or a mirror in the picture?,no,logical,obj,5,2,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,object_existence,1
71027132,2368607,Is the plate both full and blue?,yes,logical,attr,5,1,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1892468,2409346,Which side of the photo is the cake on?,right,query,attr,5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
121035917,2366019,Is he reaching for a ball?,no,verify,rel,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
6342748,2414208,Is the man to the right of a girl?,yes,verify,rel,5,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
4871139,2323424,On which side of the picture are the batteries?,right,query,attr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
8988237,2386662,Are there toilets near the urinal?,yes,verify,rel,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
101393,2356112,Is the sky blue?,yes,verify,attr,5,1,1,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
15569187,2369303,What animal is resting on the counter?,cat,query,rel,5,2,2,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
5399723,2349811,On which side of the photo is the toaster?,left,query,attr,5,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
942597,2368952,Who is wearing a wristband?,soccer player,query,rel,5,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
161055690,2381697,Is the office chair in the top part?,yes,verify,attr,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
3452485,2319264,On which side is the box?,right,query,attr,5,3,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
4800662,2366663,Who is in front of the vehicles?,spectators,query,rel,5,1,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
4197139,2390677,Are there both a door and a window in this image?,no,logical,obj,5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
19722362,2409991,Does the gray rug look rectangular?,no,verify,attr,5,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
8157936,2416882,Are there both windows and cars in the scene?,no,logical,obj,5,3,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
16270020,2407148,Is the woman to the left or to the right of the picture on the wall?,right,choose,rel,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,spatial,1
17319928,2338989,What is on the green sign?,flag,query,rel,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,none,0
14333836,2392431,Are the trees behind the rock brown and dry?,no,logical,attr,5,0,0,0,0,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1782896,2417181,Who do you think uses the marker?,woman,query,rel,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
10416960,2384448,What is the appliance to the left of the table called?,heater,query,rel,5,2,0,2,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
9726869,1522,What device is sitting on the desk?,computer,query,rel,5,1,1,0,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4679112,2365189,Is there either a white keyboard or Wii remotes?,no,logical,obj,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
1872725,2315718,Who is wearing a shoe?,man,query,rel,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,none,0
14823603,2415340,Who is wearing the clothes?,officers,query,rel,5,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
7900315,2404338,Is the truck empty and white?,no,logical,attr,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,none,0
17380615,2413638,What is the fruit to the left of the food that is in the middle of the image?,banana,query,rel,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
41026992,2342324,What does the person to the left of the bike wear?,mask,query,rel,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
1683024,2370783,On which side of the picture is the car?,left,query,attr,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
6187860,2193,What is the cooking utensil to the right of the fruit on the left of the image?,cutting board,query,rel,5,3,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
5346377,2389085,What color does the carpet have?,orange,query,attr,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
2718209,2319558,"What kind of furniture is not wooden, the chair or the table?",chair,choose,cat,5,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
2548462,2405421,Do you see pizzas or chairs in this picture?,yes,logical,obj,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19517906,2376529,What animal is wearing a vest?,dog,query,rel,5,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
8529398,2348614,"What color are the letters, black or orange?",black,choose,attr,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,none,0
1165173,2364642,Is there either a white pot or kettle?,no,logical,obj,5,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18418493,2357178,Are there any jets near the metal fence?,yes,verify,rel,5,2,2,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
10662285,2316905,Is there a woman in the photograph?,no,verify,obj,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
19388822,2325119,Which kind of food is to the left of the plate?,soup,query,rel,5,1,0,1,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
12262425,2351509,What animal is in front of the shelter?,horse,query,rel,5,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19738608,2403712,Is the officer on the motorcycle wearing a shirt?,yes,verify,rel,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
16642960,2361351,Does the sky look blue and cloudy?,no,logical,attr,5,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
7877734,2355789,What vehicle is to the right of the man?,bus,query,rel,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,object_existence,1
19904735,2368905,What is in front of the tent?,gate,query,rel,5,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
7753661,2350027,What is the guy wearing?,shorts,query,rel,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,none,0
5683583,2373169,On which side of the image is the man?,right,query,attr,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,none,0
13451111,2410753,What is the monitor larger than?,laptop,query,rel,5,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
12401491,2391642,Is the bottle to the left or to the right of the large bowl?,left,choose,rel,5,0,0,0,0,2,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,none,0
14541042,2392572,Is it an indoors or outdoors scene?,indoors,choose,global,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
10981648,2390101,Is the player to the left of a racket?,no,verify,rel,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
141036559,2392868,Are there umbrellas or bags?,yes,logical,obj,5,3,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1945342,2375580,How is the device to the left of the person that is in front of the window called?,projector,query,rel,5,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
9240859,2353102,Which color do you think is the shirt that the man wears?,white,query,attr,5,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1535217,2381126,Are there any televisions or phones that are silver?,yes,logical,obj,5,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
7831564,2341246,Which side is the white pillow on?,left,query,attr,5,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1863701,2393007,Do you see either a mirror or an umbrella there?,no,logical,obj,5,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
31016908,268,Is the laptop to the left or to the right of the keyboard that is to the left of the speaker?,left,choose,rel,5,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
101013199,2374319,Are there both pepperoni and cheese in the photograph?,yes,logical,obj,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
224324,2353084,Are there both fences and giraffes in this scene?,yes,logical,obj,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
9300510,2340989,What color is the truck?,orange,query,attr,5,1,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
13127407,2403783,Is the woman to the right of a bottle?,yes,verify,rel,5,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
881158,2346491,Do the remote to the right of the speaker and the device to the right of the computer both seem to be silver?,yes,logical,obj,5,2,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
1542761,2406278,Is the bag orange?,no,verify,attr,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
5193882,2329965,What does the bouquet to the left of him contain?,flower,query,rel,5,1,1,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1323401,2396504,What kind of baked good is it?,donut,query,cat,5,4,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
19360948,2355370,What is the vegetable that is to the right of the curtain?,pepper,query,rel,5,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
840150,2398754,On which side of the picture is the man?,left,query,attr,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
5773172,2365989,What color is the sky?,orange,query,attr,5,2,0,2,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1067170,2336295,Which place is it?,ocean,query,global,5,2,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
16356748,2361927,Is the calm water blue or brown?,blue,choose,attr,5,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
4805752,2383162,Which place is it?,path,query,global,5,1,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
4736280,2403830,What is before the wall?,bench,query,rel,5,3,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
51058996,2351315,Are there both a truck and an airplane in this image?,yes,logical,obj,5,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
55303,2370424,Who is wearing gloves?,lady,query,rel,5,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
10690348,2322694,What is the person in front of?,plant,query,rel,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,none,0
1998769,2408242,On which side of the photo is the curtain?,right,query,attr,5,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
3815941,2405454,What is in front of the wall the picture is on?,sink,query,rel,5,2,2,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
966003,2323212,Do the jackets look dark?,yes,verify,attr,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,none,0
14421511,2338882,Which kind of fruit is on the plate?,apples,query,rel,5,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
12880964,2390599,Is there a truck to the left of the people that are wearing helmets?,yes,verify,rel,5,1,1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,none,0
17312211,2405349,Which kind of animal are the trees behind of?,elephant,query,rel,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
8877819,2335811,Are there shampoos or napkins in this scene?,no,logical,obj,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1638503,2385819,Is the bowl in the top part of the photo?,yes,verify,attr,5,1,1,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
12324593,2408616,Are there any fences to the right of the brown animal?,yes,verify,rel,5,2,2,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
10960213,2347450,Is the man to the right or to the left of the bag the woman is carrying?,left,choose,rel,5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
8209505,2373103,What's the man holding?,racket,query,rel,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,none,0
1462225,2323323,On which side of the photo is the hydrant?,left,query,attr,5,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,none,0
1654837,2336114,Who is wearing the shoe?,player,query,rel,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,none,0
14682234,2405401,What kind of animal is pulling the carriage?,horses,query,rel,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
9937806,2348458,Is the brown chair made of wood?,yes,verify,attr,5,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
2455893,2338551,What is the name of the wooden item of furniture?,table,query,cat,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1525461,2363859,What is that pizza on?,tablecloth,query,rel,5,1,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4472229,2402155,Does the sky look clear?,no,verify,attr,5,3,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
18297316,2398651,Do you think the hair clip is green or black?,green,choose,attr,5,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
2659414,2323938,What kind of food is on the plate?,rice,query,rel,5,2,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
16144685,2378976,Is the banana on the right or on the left side of the image?,right,choose,attr,5,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
18722631,2414341,Is the tie dotted or checkered?,dotted,choose,attr,5,1,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
13556250,2371168,What kind of animal is the baby looking at?,calf,query,rel,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,none,0
6580739,2395431,The man to the right of the backpack is sitting next to who?,woman,query,rel,5,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,spatial,1
549523,2323459,Is there a cat in this picture?,yes,verify,obj,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17882225,2403214,What is he on?,motorcycle,query,rel,5,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,object_existence,1
9655439,2407817,What color is the pine that is not short?,green,query,attr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
161027509,2368893,Are there any lamps on the side of the room?,yes,verify,rel,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
6313772,150356,"What color are the shoes, yellow or blue?",yellow,choose,attr,5,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1033680,2411656,How tall is the fence?,tall,query,attr,5,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
2247525,2386019,Who is in front of the stairs?,snowboarder,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
6963775,2374420,Does the word have a different color than the tshirt?,yes,compare,attr,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
156688,2322185,Is the person on the snowboard wearing a hat?,yes,verify,rel,5,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
610098,2401618,Which kind of animal is large?,giraffe,query,cat,5,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
662419,2408813,Does the palm look tall and thin?,yes,logical,attr,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
5111675,2363282,Are there both pizzas and forks in this image?,yes,logical,obj,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4157882,498397,What is he wearing?,shirt,query,rel,5,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
11136250,1159923,What is on the silver tray?,pizza,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
181047633,2378665,Is there a goat near the sheep?,no,verify,rel,5,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
9672672,2369215,Does the jacket have black color?,yes,verify,attr,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19286295,2401553,Is that dirt dry and brown?,yes,logical,attr,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,none,0
16403257,2412845,Do you see either any sand or grass that are brown?,yes,logical,obj,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,none,0
2352299,2406586,What piece of furniture is made of wood?,desk,query,cat,5,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1396080,2357625,Which color is the boy's hair?,red,query,attr,5,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
638027,2317105,Which kind of animal is to the left of the boy?,zebra,query,rel,5,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,object_existence,1
8928799,2393923,What type of device is the person to the right of the screen holding?,cell phone,query,rel,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
9567520,2375017,Are there both doors and windows in this photograph?,yes,logical,obj,5,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
3113337,2407164,What does the woman wear?,pants,query,rel,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
8161423,2361664,Are there any men to the right of the bag that is to the right of the woman?,yes,verify,rel,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,none,0
12702051,2396455,Are there any pots to the right of the person on the left side of the photo?,yes,verify,rel,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
17877928,2326665,What is the name of the vegetable that is to the right of the potato on the left?,carrot,query,rel,5,2,1,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
15804305,2325937,What is located on top of the dark jacket?,scarf,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17836708,2391143,What are the pillows on?,comforter,query,rel,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
12546475,2321178,What color is the chair on the right of the image?,brown,query,attr,5,1,1,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
2539722,2403960,Is the picture on the right side of the photo?,yes,verify,attr,5,3,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
15617475,2342145,Is the person that looks still wearing boots?,yes,verify,rel,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1369836,2342793,What is the color of the chair that is on the left side?,dark,query,attr,5,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
11109238,2339498,What are the zebras in front of?,bush,query,rel,5,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
10979451,2390108,What are the artichokes on?,pizza,query,rel,5,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17220610,2369906,Are there both mirrors and toilet papers in this photo?,yes,logical,obj,5,2,1,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
13595079,2400094,Who is wearing a shirt?,girl,query,rel,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
14897393,2399882,What is in front of the trash bin?,tree,query,rel,5,2,2,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
839267,2407659,On which side of the image is the boy?,left,query,attr,5,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1135874,2377787,On which side of the picture is the plate?,right,query,attr,5,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
81020774,2408787,What are the animals that are in the large field?,horses,query,rel,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4728846,2413340,What is the appliance to the right of the cup?,cooker,query,rel,5,1,0,1,0,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
19757561,2385218,How is the weather?,overcast,query,global,5,3,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
9118114,2319755,Is the man to the right or to the left of the person that is holding the camera?,right,choose,rel,5,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,none,0
2751859,2326912,Is the cat both brown and healthy?,yes,logical,attr,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
1924195,2343665,What kind of clothing is gray?,shirt,query,cat,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,none,0
3337517,2377193,What kind of furniture is small?,couch,query,cat,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
10355495,2332541,Are the men to the left or to the right of the people that are in the middle of the photo?,left,choose,rel,5,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
14845064,2319715,Who is wearing the suit?,man,query,rel,5,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
13337951,2336241,What is the knife on?,table,query,rel,5,0,0,0,0,2,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
