sample_id,image_id,question,ground_truth,method,prediction,correct
13430682,2413411,Do you see onions in this photograph?,no,cove_lite,"No, I do not see onions in the photograph.",1
13430682,2413411,Do you see onions in this photograph?,no,resample_lite,"Based on the available evidence in the photograph, it is not possible to definitively conclude whether there are onions in the sandwich. The presence of lettuce is confirmed, but onions cannot be confirmed or ruled out due to the wrapping and the image quality.",1
051058592,2351317,What is the color of the tshirt the girl is wearing?,white,vanilla,The color of the t-shirt the girl is wearing is yellow.,0
051058592,2351317,What is the color of the tshirt the girl is wearing?,white,self_correct,The color of the t-shirt the girl is wearing is yellow.,0
051058592,2351317,What is the color of the tshirt the girl is wearing?,white,cove_lite,The color of the t-shirt the girl is wearing is yellow.,0
051058592,2351317,What is the color of the tshirt the girl is wearing?,white,resample_lite,The color of the t-shirt the girl is wearing is yellow.,0
05111627,2363282,Are there ramekins or bottles in the picture?,no,vanilla,"No, there are no ramekins or bottles in the picture.",1
05111627,2363282,Are there ramekins or bottles in the picture?,no,self_correct,No,1
05111627,2363282,Are there ramekins or bottles in the picture?,no,cove_lite,"No, there are no ramekins or bottles in the picture.",1
05111627,2363282,Are there ramekins or bottles in the picture?,no,resample_lite,"No, there are no ramekins or bottles in the picture.",1
11139796,2344439,Is the bicycle to the right or to the left of the person that looks blonde?,right,vanilla,The bicycle is to the right of the person that looks blonde.,1
11139796,2344439,Is the bicycle to the right or to the left of the person that looks blonde?,right,self_correct,Corrected: The bicycle is to the right of the person that looks blonde.,1
11139796,2344439,Is the bicycle to the right or to the left of the person that looks blonde?,right,cove_lite,The bicycle is to the right of the person that looks blonde.,1
11139796,2344439,Is the bicycle to the right or to the left of the person that looks blonde?,right,resample_lite,The bicycle is to the right of the person that looks blonde.,1
141036087,2392869,What is the person holding?,surfboard,vanilla,The person is holding a surfboard.,1
141036087,2392869,What is the person holding?,surfboard,self_correct,The person is holding a surfboard.,1
141036087,2392869,What is the person holding?,surfboard,cove_lite,The person is holding a surfboard.,1
141036087,2392869,What is the person holding?,surfboard,resample_lite,The person is holding a surfboard.,1
171034612,2344782,Are there tablecloths or bowls?,no,vanilla,"Yes, there are bowls in the image, specifically the compartments of the bento box.",0
171034612,2344782,Are there tablecloths or bowls?,no,self_correct,"No, there are no tablecloths or bowls.",1
171034612,2344782,Are there tablecloths or bowls?,no,cove_lite,"Yes, there are bowls in the image.",0
171034612,2344782,Are there tablecloths or bowls?,no,resample_lite,"There are no tablecloths, but there are bowls (in the form of the compartments of the bento box).",1
11119089,2404154,Is the sauce on top of a pizza slice?,yes,vanilla,"Yes, the sauce is on top of a pizza slice.",1
11119089,2404154,Is the sauce on top of a pizza slice?,yes,self_correct,"No, the sauce is not on top of a pizza slice.",0
11119089,2404154,Is the sauce on top of a pizza slice?,yes,cove_lite,"Yes, the sauce is on top of a pizza slice.",1
11119089,2404154,Is the sauce on top of a pizza slice?,yes,resample_lite,"Yes, the sauce is on top of a pizza slice.",1
01750921,2381128,What is the lady wearing?,pants,vanilla,The lady is wearing a pink jacket and black pants.,1
01750921,2381128,What is the lady wearing?,pants,self_correct,The lady is wearing a pink jacket and black pants.,1
01750921,2381128,What is the lady wearing?,pants,cove_lite,The lady is wearing a pink jacket and black pants.,1
01750921,2381128,What is the lady wearing?,pants,resample_lite,The lady is wearing a bright pink top and dark pants.,1
17667821,2393949,Who is holding the device that looks gray and silver?,girl,vanilla,"The person in the image is holding the gray and silver device, which is a mobile phone.",0
17667821,2393949,Who is holding the device that looks gray and silver?,girl,self_correct,"The person in the image is holding the gray and silver device, which is a mobile phone.",0
17667821,2393949,Who is holding the device that looks gray and silver?,girl,cove_lite,The person in the image is holding a gray and silver mobile phone.,0
17667821,2393949,Who is holding the device that looks gray and silver?,girl,resample_lite,"The person in the image is holding a gray and silver device, which is most likely a mobile phone.",0
04173770,2411136,Do the paper and the liquid have a different colors?,yes,vanilla,"Yes, the paper and the liquid have different colors.",1
04173770,2411136,Do the paper and the liquid have a different colors?,yes,self_correct,"No, the paper and the liquid do not have different colors.",0
04173770,2411136,Do the paper and the liquid have a different colors?,yes,cove_lite,"Yes, the paper and the liquid have different colors.",1
04173770,2411136,Do the paper and the liquid have a different colors?,yes,resample_lite,"Yes, the paper and the liquid have different colors. The paper has a red and yellow color scheme, whereas the liquid is transparent and does not possess a color.",1
1573911,2384811,Does the man's hair appear to be black or light brown?,black,vanilla,The man's hair appears to be black.,1
1573911,2384811,Does the man's hair appear to be black or light brown?,black,self_correct,The man's hair appears to be black.,1
1573911,2384811,Does the man's hair appear to be black or light brown?,black,cove_lite,The man's hair appears to be black.,1
1573911,2384811,Does the man's hair appear to be black or light brown?,black,resample_lite,The man's hair appears to be black.,1
10587792,2335112,What is the bottle on?,counter,vanilla,The bottle is on the countertop.,1
10587792,2335112,What is the bottle on?,counter,self_correct,The bottle is on the countertop.,1
10587792,2335112,What is the bottle on?,counter,cove_lite,The bottle is on the countertop.,1
10587792,2335112,What is the bottle on?,counter,resample_lite,The bottle is on the countertop.,1
13363918,2337535,Are there both steam and smoke?,yes,vanilla,"Yes, there are both steam and smoke in the image.",1
13363918,2337535,Are there both steam and smoke?,yes,self_correct,"No, there is no steam or smoke visible.",0
13363918,2337535,Are there both steam and smoke?,yes,cove_lite,"Yes, there are both steam and smoke in the image.",1
13363918,2337535,Are there both steam and smoke?,yes,resample_lite,"Yes, there are both steam and smoke in the image.",1
11354848,2382462,Does the jacket have brown color?,yes,vanilla,"No, the jacket does not have a brown color.",0
11354848,2382462,Does the jacket have brown color?,yes,self_correct,The jacket has brown color.,0
11354848,2382462,Does the jacket have brown color?,yes,cove_lite,The jacket has a brown color.,0
11354848,2382462,Does the jacket have brown color?,yes,resample_lite,"Yes, the jacket has a brown color.",1
11385575,2326388,What animal is this child on?,horse,vanilla,The child is not on any animal; they are standing next to a horse.,1
11385575,2326388,What animal is this child on?,horse,self_correct,The child is standing next to a horse.,1
11385575,2326388,What animal is this child on?,horse,cove_lite,The child is not on any animal; they are standing next to a horse.,1
11385575,2326388,What animal is this child on?,horse,resample_lite,The child is not on any animal in this image.,0
16742353,2378984,Are there both chairs and windows in the image?,no,vanilla,"No, there are no chairs in the image, but there are windows.",1
16742353,2378984,Are there both chairs and windows in the image?,no,self_correct,"No, there are no chairs in the image, but there are windows.",1
16742353,2378984,Are there both chairs and windows in the image?,no,cove_lite,"No, there are no chairs in the image, but there are windows.",1
16742353,2378984,Are there both chairs and windows in the image?,no,resample_lite,"No, there are no chairs in the image, but there are windows.",1
07696685,2388377,Are there both a chair and a desk in this scene?,yes,vanilla,"Yes, there are both a chair and a desk in this scene.",1
07696685,2388377,Are there both a chair and a desk in this scene?,yes,self_correct,Correct.,1
07696685,2388377,Are there both a chair and a desk in this scene?,yes,cove_lite,"Yes, there are both a chair and a desk in this scene.",1
07696685,2388377,Are there both a chair and a desk in this scene?,yes,resample_lite,"Yes, there are both a chair and a desk in this scene.",1
06356032,2352718,What is the vehicle to the left of the person that is standing by the fire hydrant?,car,vanilla,The vehicles to the left of the person standing by the fire hydrant are parked cars.,1
06356032,2352718,What is the vehicle to the left of the person that is standing by the fire hydrant?,car,self_correct,The vehicles to the left of the person standing by the fire hydrant are parked cars.,1
06356032,2352718,What is the vehicle to the left of the person that is standing by the fire hydrant?,car,cove_lite,The vehicles to the left of the person standing by the fire hydrant are parked cars.,1
06356032,2352718,What is the vehicle to the left of the person that is standing by the fire hydrant?,car,resample_lite,The vehicles to the left of the person standing by the fire hydrant are the parked cars.,1
15425887,2363931,Which side of the photo is the kid on?,left,vanilla,The kid is on the left side of the photo.,1
15425887,2363931,Which side of the photo is the kid on?,left,self_correct,The kid is on the left side of the photo.,1
15425887,2363931,Which side of the photo is the kid on?,left,cove_lite,The kid is on the left side of the photo.,1
15425887,2363931,Which side of the photo is the kid on?,left,resample_lite,The kid is on the left side of the photo.,1
10660951,2366958,Do you see white plates or mugs?,no,vanilla,"No, I do not see white plates or mugs in the image.",1
10660951,2366958,Do you see white plates or mugs?,no,self_correct,"No, there are no white plates or mugs.",1
10660951,2366958,Do you see white plates or mugs?,no,cove_lite,"No, I do not see white plates or mugs in the image.",1
10660951,2366958,Do you see white plates or mugs?,no,resample_lite,"No, I do not see white plates or mugs in the image.",1
15586374,2352617,What is located on top of the bed?,pillow,vanilla,The items located on top of the bed are three pillows and a remote control.,1
15586374,2352617,What is located on top of the bed?,pillow,self_correct,Corrected: Three pillows and a remote control.,1
15586374,2352617,What is located on top of the bed?,pillow,cove_lite,The items located on top of the bed are three pillows and a remote control.,1
15586374,2352617,What is located on top of the bed?,pillow,resample_lite,Three pillows and a remote control are located on top of the bed.,1
04914252,2317381,How long is the blond hair?,short,vanilla,The blond hair is short.,1
04914252,2317381,How long is the blond hair?,short,self_correct,The blond hair is short.,1
04914252,2317381,How long is the blond hair?,short,cove_lite,The blond hair is short.,1
04914252,2317381,How long is the blond hair?,short,resample_lite,The blond hair is short.,1
13425365,2412682,On which side is the bicycle?,right,vanilla,The bicycle is on the right side of the image.,1
13425365,2412682,On which side is the bicycle?,right,self_correct,The bicycle is on the right side of the image.,1
13425365,2412682,On which side is the bicycle?,right,cove_lite,The bicycle is on the right side of the image.,1
13425365,2412682,On which side is the bicycle?,right,resample_lite,The bicycle is on the right side of the image.,1
13226655,2367978,On which side of the image is the yellow vegetable?,left,vanilla,The yellow vegetable is on the right side of the image.,0
13226655,2367978,On which side of the image is the yellow vegetable?,left,self_correct,The yellow vegetable is on the left side of the image.,1
13226655,2367978,On which side of the image is the yellow vegetable?,left,cove_lite,The yellow vegetable is on the left side of the image.,1
13226655,2367978,On which side of the image is the yellow vegetable?,left,resample_lite,The yellow vegetable is not present in the image.,0
19693907,2382366,What's the man holding?,fish,vanilla,The man is holding the string of a kite or similar aerial decoration.,0
19693907,2382366,What's the man holding?,fish,self_correct,"The man is holding a string attached to a long, colorful banner.",0
19693907,2382366,What's the man holding?,fish,cove_lite,The man is holding the string of a kite or similar aerial decoration.,0
19693907,2382366,What's the man holding?,fish,resample_lite,The man is holding a kite string.,0
10611191,2368747,Is it outdoors?,yes,vanilla,"Yes, it is outdoors.",1
10611191,2368747,Is it outdoors?,yes,self_correct,"No, it is not outdoors.",0
10611191,2368747,Is it outdoors?,yes,cove_lite,"Yes, it is outdoors.",1
10611191,2368747,Is it outdoors?,yes,resample_lite,"Yes, it is outdoors.",1
1645076,2387991,Are there any blankets?,yes,vanilla,"Yes, there are blankets in the image.",1
1645076,2387991,Are there any blankets?,yes,self_correct,"No, there are no blankets.",0
1645076,2387991,Are there any blankets?,yes,cove_lite,"Yes, there are blankets in the image.",1
1645076,2387991,Are there any blankets?,yes,resample_lite,"Yes, there is a blanket in the image.",1
15978167,2365868,What's the porch made of?,brick,vanilla,The porch is made of a combination of red and white tiles and concrete or a similar material.,0
15978167,2365868,What's the porch made of?,brick,self_correct,The porch is made of red and white tiles.,0
15978167,2365868,What's the porch made of?,brick,cove_lite,The porch is made of a combination of red and white tiles and concrete.,0
15978167,2365868,What's the porch made of?,brick,resample_lite,The porch is made of tiles.,0
13497067,2378836,What is the pepper shaker that is to the left of the mug made of?,plastic,vanilla,The pepper shaker is made of glass.,0
13497067,2378836,What is the pepper shaker that is to the left of the mug made of?,plastic,self_correct,The pepper shaker is made of glass.,0
13497067,2378836,What is the pepper shaker that is to the left of the mug made of?,plastic,cove_lite,The pepper shaker is made of glass.,0
13497067,2378836,What is the pepper shaker that is to the left of the mug made of?,plastic,resample_lite,"The pepper shaker is likely made of glass, as many common pepper shakers have this material for clarity and durability.",0
05433112,2338567,Are there either any dream catchers or lamps?,yes,vanilla,"There is a lamp in the image, but no dream catchers.",0
05433112,2338567,Are there either any dream catchers or lamps?,yes,self_correct,"There is a lamp in the image, but no dream catchers.",0
05433112,2338567,Are there either any dream catchers or lamps?,yes,cove_lite,"There is a lamp in the image, but no dream catchers.",0
05433112,2338567,Are there either any dream catchers or lamps?,yes,resample_lite,"Yes, there is a lamp in the image, but no dream catchers are present.",1
08297228,1592640,Do you think that shirt is red?,yes,vanilla,"Yes, I think that shirt is red.",1
08297228,1592640,Do you think that shirt is red?,yes,self_correct,"No, the shirt is not red.",0
08297228,1592640,Do you think that shirt is red?,yes,cove_lite,"Yes, I think that shirt is red.",1
08297228,1592640,Do you think that shirt is red?,yes,resample_lite,"Yes, I think that shirt is red.",1
18782434,2356933,What do the mug and the tablecloth have in common?,color,vanilla,The mug and the tablecloth are both white.,0
18782434,2356933,What do the mug and the tablecloth have in common?,color,self_correct,The mug and the tablecloth are both white.,0
18782434,2356933,What do the mug and the tablecloth have in common?,color,cove_lite,The mug and the tablecloth are both white.,0
18782434,2356933,What do the mug and the tablecloth have in common?,color,resample_lite,The mug and the tablecloth are both white.,0
11524226,2415972,Are there either juice boxes or toothbrushes in the scene?,no,vanilla,"No, there are neither juice boxes nor toothbrushes in the scene.",1
11524226,2415972,Are there either juice boxes or toothbrushes in the scene?,no,self_correct,No,1
11524226,2415972,Are there either juice boxes or toothbrushes in the scene?,no,cove_lite,"No, there are neither juice boxes nor toothbrushes in the scene.",1
11524226,2415972,Are there either juice boxes or toothbrushes in the scene?,no,resample_lite,"No, there are neither juice boxes nor toothbrushes in the scene.",1
12772816,2342151,What is the appliance in the kitchen?,refrigerator,vanilla,The appliance in the kitchen is a refrigerator.,0
12772816,2342151,What is the appliance in the kitchen?,refrigerator,self_correct,The appliance in the kitchen is a refrigerator.,0
12772816,2342151,What is the appliance in the kitchen?,refrigerator,cove_lite,The appliance in the kitchen is a refrigerator.,0
12772816,2342151,What is the appliance in the kitchen?,refrigerator,resample_lite,The appliance in the kitchen is a refrigerator.,0
16661127,2336505,Is the door tan or is it maroon?,maroon,vanilla,The door is maroon.,1
16661127,2336505,Is the door tan or is it maroon?,maroon,self_correct,The door is maroon.,1
16661127,2336505,Is the door tan or is it maroon?,maroon,cove_lite,The door is maroon.,1
16661127,2336505,Is the door tan or is it maroon?,maroon,resample_lite,The door is maroon.,1
10742293,2369432,On which side of the picture is the boat?,right,vanilla,The boat is on the right side of the picture.,1
10742293,2369432,On which side of the picture is the boat?,right,self_correct,The boat is on the right side of the picture.,1
10742293,2369432,On which side of the picture is the boat?,right,cove_lite,The boat is on the right side of the picture.,1
10742293,2369432,On which side of the picture is the boat?,right,resample_lite,The boat is on the right side of the picture.,1
14202781,2345598,What is the piece of clothing that is black called?,jacket,vanilla,The black piece of clothing is called a jacket.,1
14202781,2345598,What is the piece of clothing that is black called?,jacket,self_correct,The black piece of clothing is called a jacket.,1
14202781,2345598,What is the piece of clothing that is black called?,jacket,cove_lite,The black piece of clothing is called a jacket.,1
14202781,2345598,What is the piece of clothing that is black called?,jacket,resample_lite,The black piece of clothing is called a jacket.,1
1886024,2410380,Do you see any grass there that is brown?,yes,vanilla,"Yes, I see brown areas that could be interpreted as grass in the image.",1
1886024,2410380,Do you see any grass there that is brown?,yes,self_correct,"No, there is no visible brown grass in the image.",0
1886024,2410380,Do you see any grass there that is brown?,yes,cove_lite,"Yes, there is brown grass visible in the image.",1
1886024,2410380,Do you see any grass there that is brown?,yes,resample_lite,"Yes, there is brown grass in the image.",1
181000995,4633,What item of furniture is to the right of the fruit?,chair,vanilla,The item of furniture to the right of the fruit is a chair.,1
181000995,4633,What item of furniture is to the right of the fruit?,chair,self_correct,Corrected: The item of furniture to the right of the fruit is a bench.,0
181000995,4633,What item of furniture is to the right of the fruit?,chair,cove_lite,The item of furniture to the right of the fruit is a chair.,1
181000995,4633,What item of furniture is to the right of the fruit?,chair,resample_lite,The item of furniture to the right of the fruit is a chair.,1
06840268,2349795,Who is riding the elephant?,guy,vanilla,"The people in the image are standing on the elephant, not riding it.",0
06840268,2349795,Who is riding the elephant?,guy,self_correct,"The people are standing on the elephant, not riding it.",0
06840268,2349795,Who is riding the elephant?,guy,cove_lite,The people in the image are riding the elephant.,0
06840268,2349795,Who is riding the elephant?,guy,resample_lite,The two individuals standing on the elephant's back are the ones riding it.,0
041025251,2342323,Who is wearing a hat?,woman,vanilla,The person walking with the golf club is wearing a hat.,0
041025251,2342323,Who is wearing a hat?,woman,self_correct,The person holding the umbrella is wearing a hat.,0
041025251,2342323,Who is wearing a hat?,woman,cove_lite,The person holding the golf club is wearing a hat.,0
041025251,2342323,Who is wearing a hat?,woman,resample_lite,Both individuals are wearing hats.,0
1167999,1575,Which place is it?,river,vanilla,"The image appears to be taken from a waterfront area in a major North American city, but without more specific landmarks, it's not possible to pinpoint the exact location.",0
1167999,1575,Which place is it?,river,self_correct,Waterfront area in a major North American city.,0
1167999,1575,Which place is it?,river,cove_lite,"The image appears to be taken from a waterfront area in a major North American city, but without more specific landmarks, it's not possible to pinpoint the exact location.",0
1167999,1575,Which place is it?,river,resample_lite,"Based on the observations, this image appears to be taken from a city situated near a large body of water, but the specific place cannot be determined from the image alone.",0
16350496,2365644,What clothing item is long sleeved?,jacket,vanilla,The long-sleeved clothing item in the image is the suit jacket.,1
16350496,2365644,What clothing item is long sleeved?,jacket,self_correct,The long-sleeved clothing item in the image is the suit jacket.,1
16350496,2365644,What clothing item is long sleeved?,jacket,cove_lite,The long-sleeved clothing item in the image is the suit jacket.,1
16350496,2365644,What clothing item is long sleeved?,jacket,resample_lite,Long sleeve clothing item is the white shirt.,0
18484260,2404247,Is there either a triangular pizza or sandwich in this photo?,no,vanilla,"No, there is neither a triangular pizza nor a sandwich in this photo.",1
18484260,2404247,Is there either a triangular pizza or sandwich in this photo?,no,self_correct,No,1
18484260,2404247,Is there either a triangular pizza or sandwich in this photo?,no,cove_lite,"No, there is neither a triangular pizza nor a sandwich in this photo.",1
18484260,2404247,Is there either a triangular pizza or sandwich in this photo?,no,resample_lite,"No, there is neither a triangular pizza nor a sandwich in this photo.",1
00706944,314,Where is the man walking?,sidewalk,vanilla,The image does not provide enough information to determine where the man is walking.,0
00706944,314,Where is the man walking?,sidewalk,self_correct,The man is walking on the sidewalk near the parked cars.,1
00706944,314,Where is the man walking?,sidewalk,cove_lite,The image does not provide enough information to determine where the man is walking.,0
00706944,314,Where is the man walking?,sidewalk,resample_lite,The man is walking on the sidewalk near the parked cars on the right side of the image.,1
16535089,2407870,Does the motorbike on the road look black?,no,vanilla,"No, the motorbike on the road does not look black.",1
16535089,2407870,Does the motorbike on the road look black?,no,self_correct,The motorbike on the road looks red and white.,0
16535089,2407870,Does the motorbike on the road look black?,no,cove_lite,The motorbike on the road does not look black.,1
16535089,2407870,Does the motorbike on the road look black?,no,resample_lite,"No, the motorbike on the road does not look black.",1
14389529,2410973,Are there either curtains or towels that are white?,yes,vanilla,"Yes, there is a white towel in the image.",1
14389529,2410973,Are there either curtains or towels that are white?,yes,self_correct,"No, there are no white curtains in the image.",0
14389529,2410973,Are there either curtains or towels that are white?,yes,cove_lite,"Yes, there is a white towel in the image.",1
14389529,2410973,Are there either curtains or towels that are white?,yes,resample_lite,"Yes, there are white towels in the image.",1
13726900,2375648,Are there either cabinets or towels in this scene?,yes,vanilla,"No, there are no cabinets or towels in this scene.",0
13726900,2375648,Are there either cabinets or towels in this scene?,yes,self_correct,No,0
13726900,2375648,Are there either cabinets or towels in this scene?,yes,cove_lite,"No, there are no cabinets or towels in this scene.",0
13726900,2375648,Are there either cabinets or towels in this scene?,yes,resample_lite,"No, there are no cabinets in the scene. It's uncertain if there are towels present, as they may be part of the beach setup but not clearly identifiable as such in the image.",0
19992444,2376382,Are there any clocks to the right of the jar that is to the right of the box?,yes,vanilla,"Yes, there is a clock to the right of the jar that is to the right of the box.",1
19992444,2376382,Are there any clocks to the right of the jar that is to the right of the box?,yes,self_correct,"No, there is no clock to the right of the jar that is to the right of the box.",0
19992444,2376382,Are there any clocks to the right of the jar that is to the right of the box?,yes,cove_lite,"Yes, there is a clock to the right of the jar that is to the right of the box.",1
19992444,2376382,Are there any clocks to the right of the jar that is to the right of the box?,yes,resample_lite,"Yes, there is a clock to the right of the jar that is to the right of the box.",1
11908666,2357279,What color is the towel on the right side of the photo?,brown,vanilla,The towel on the right side of the photo is dark blue or black.,0
11908666,2357279,What color is the towel on the right side of the photo?,brown,self_correct,The towel on the right side of the photo is dark blue or black.,0
11908666,2357279,What color is the towel on the right side of the photo?,brown,cove_lite,The towel on the right side of the photo is dark blue or black.,0
11908666,2357279,What color is the towel on the right side of the photo?,brown,resample_lite,The towel on the right side of the photo is dark blue or black.,0
10123004,2332332,"In which part is the flag, the top or the bottom?",top,vanilla,The flag is in the top part of the image.,1
10123004,2332332,"In which part is the flag, the top or the bottom?",top,self_correct,The flag is in the top part of the image.,1
10123004,2332332,"In which part is the flag, the top or the bottom?",top,cove_lite,The flag is in the top part of the image.,1
10123004,2332332,"In which part is the flag, the top or the bottom?",top,resample_lite,The flag is in the top part of the image.,1
14144547,2324283,What kind of vehicle is it?,car,vanilla,The vehicle is a police motorcycle.,0
14144547,2324283,What kind of vehicle is it?,car,self_correct,The vehicle is a police motorcycle.,0
14144547,2324283,What kind of vehicle is it?,car,cove_lite,The vehicle is a police motorcycle.,0
14144547,2324283,What kind of vehicle is it?,car,resample_lite,The vehicle is a police motorcycle.,0
04869171,2361211,In which part is the small shelf?,left,vanilla,"There is no specific ""small shelf"" mentioned or highlighted in the image. The bookshelf in the background is large and has multiple shelves.",0
04869171,2361211,In which part is the small shelf?,left,self_correct,The small shelf is on the left side of the image.,1
04869171,2361211,In which part is the small shelf?,left,cove_lite,The bookshelf is in the background.,0
04869171,2361211,In which part is the small shelf?,left,resample_lite,The small shelf is in the middle part of the image.,0
09623056,2327476,What kind of furniture is red?,table,vanilla,The red furniture in the image is the table.,1
09623056,2327476,What kind of furniture is red?,table,self_correct,The red furniture in the image is the table.,1
09623056,2327476,What kind of furniture is red?,table,cove_lite,The red furniture in the image is the table.,1
09623056,2327476,What kind of furniture is red?,table,resample_lite,The table is red.,1
19501031,2394408,Are there both a door and window in the image?,no,vanilla,"No, there is no door in the image.",1
19501031,2394408,Are there both a door and window in the image?,no,self_correct,"No, there is no door in the image.",1
19501031,2394408,Are there both a door and window in the image?,no,cove_lite,"No, there is no door in the image.",1
19501031,2394408,Are there both a door and window in the image?,no,resample_lite,"Based on the available information in the image, there is no door present, but there are windows visible. Therefore, the answer to the question ""Are there both a door and window in the image?"" is no.",1
17746156,2368062,What color is the shirt that the boy is in?,white,vanilla,The shirt that the boy is in is white.,1
17746156,2368062,What color is the shirt that the boy is in?,white,self_correct,The shirt that the boy is in is white.,1
17746156,2368062,What color is the shirt that the boy is in?,white,cove_lite,The shirt that the boy is in is white.,1
17746156,2368062,What color is the shirt that the boy is in?,white,resample_lite,The shirt that the boy is in is white.,1
01385341,2335783,What does the man hold onto?,pole,vanilla,The man holds onto the boom of the sail.,0
01385341,2335783,What does the man hold onto?,pole,self_correct,The man holds onto the boom of the sail.,0
01385341,2335783,What does the man hold onto?,pole,cove_lite,The man holds onto the boom of the sail.,0
01385341,2335783,What does the man hold onto?,pole,resample_lite,The man holds onto the mast of his windsurfing sail.,0
11196211,2399024,What are the men to the left of the horse wearing?,cowboy hat,vanilla,"The men to the left of the horse are wearing traditional clothing, including long coats and hats.",0
11196211,2399024,What are the men to the left of the horse wearing?,cowboy hat,self_correct,"The men to the left of the horse are wearing traditional clothing, including long coats and hats.",0
11196211,2399024,What are the men to the left of the horse wearing?,cowboy hat,cove_lite,"The men to the left of the horse are wearing traditional clothing, including long coats and hats.",0
11196211,2399024,What are the men to the left of the horse wearing?,cowboy hat,resample_lite,"The men to the left of the horse are wearing traditional, full-body clothing with long sleeves and pants, along with hats that appear to be of a cultural significance to the setting depicted in the image.",0
15641002,2334745,Is there food to the right of the food that is lying on top of the plate?,yes,vanilla,"Yes, there is food to the right of the food lying on top of the plate. The food to the right includes the butter and syrup containers.",1
15641002,2334745,Is there food to the right of the food that is lying on top of the plate?,yes,self_correct,"No, there is no food to the right of the food lying on top of the plate.",0
15641002,2334745,Is there food to the right of the food that is lying on top of the plate?,yes,cove_lite,"Yes, there is food to the right of the food lying on top of the plate.",1
15641002,2334745,Is there food to the right of the food that is lying on top of the plate?,yes,resample_lite,"Yes, there is food (ice cream) to the right of the food (pancakes, syrup, and butter) that is lying on top of the plate.",1
10230544,2416765,Do you see both a door and a window?,yes,vanilla,"Yes, I see both a door and a window in the image.",1
10230544,2416765,Do you see both a door and a window?,yes,self_correct,No,0
10230544,2416765,Do you see both a door and a window?,yes,cove_lite,"Yes, I see both a door and a window in the image.",1
10230544,2416765,Do you see both a door and a window?,yes,resample_lite,"Yes, I see both a door and a window in the image.",1
11499909,2333498,Do you see both cars and umbrellas there?,yes,vanilla,"Yes, I see both cars and umbrellas in the image.",1
11499909,2333498,Do you see both cars and umbrellas there?,yes,self_correct,No,0
11499909,2333498,Do you see both cars and umbrellas there?,yes,cove_lite,"Yes, I see both cars and umbrellas in the image.",1
11499909,2333498,Do you see both cars and umbrellas there?,yes,resample_lite,"Yes, I see both cars and umbrellas in the image.",1
03337468,2377193,Which kind of furniture is the statue on?,bookshelf,vanilla,The statue is on the bookshelf.,1
03337468,2377193,Which kind of furniture is the statue on?,bookshelf,self_correct,The statue is on the bookshelf.,1
03337468,2377193,Which kind of furniture is the statue on?,bookshelf,cove_lite,The statue is on the bookshelf.,1
03337468,2377193,Which kind of furniture is the statue on?,bookshelf,resample_lite,The statue is on the bookshelf.,1
09569413,2414061,What animal is this fence behind of?,cat,vanilla,The animal behind the fence is a cat.,1
09569413,2414061,What animal is this fence behind of?,cat,self_correct,The animal behind the fence is a cat.,1
09569413,2414061,What animal is this fence behind of?,cat,cove_lite,The animal behind the fence is a cat.,1
09569413,2414061,What animal is this fence behind of?,cat,resample_lite,There is no animal behind the fence in the image. The black cat is lying in front of the fence.,1
13368717,2411178,Is the poster above the books?,yes,vanilla,"Yes, the framed item above the bookshelf appears to be a poster.",1
13368717,2411178,Is the poster above the books?,yes,self_correct,"No, there is no poster above the books.",0
13368717,2411178,Is the poster above the books?,yes,cove_lite,"Yes, the framed item above the bookshelf appears to be a poster.",1
13368717,2411178,Is the poster above the books?,yes,resample_lite,"Yes, the poster is above the books.",1
12565565,2378833,Are there boats in the image?,no,vanilla,"No, there are no boats in the image.",1
12565565,2378833,Are there boats in the image?,no,self_correct,"No, there are no boats in the image.",1
12565565,2378833,Are there boats in the image?,no,cove_lite,"No, there are no boats in the image.",1
12565565,2378833,Are there boats in the image?,no,resample_lite,"No, there are no boats in the image.",1
19695032,2343965,Which place is it?,lake,vanilla,This image appears to be taken in a wildlife park or a zoo.,0
19695032,2343965,Which place is it?,lake,self_correct,This image appears to be taken in a wildlife park or a zoo.,0
19695032,2343965,Which place is it?,lake,cove_lite,This image appears to be taken in a wildlife park or a zoo.,0
19695032,2343965,Which place is it?,lake,resample_lite,"This is likely a wildlife reserve or a national park in an area where elephants are native, possibly in Africa.",0
13773559,2397981,Do you see cars or clocks there?,yes,vanilla,"Yes, I see a clock in the image.",1
13773559,2397981,Do you see cars or clocks there?,yes,self_correct,"No, I do not see cars in the image.",0
13773559,2397981,Do you see cars or clocks there?,yes,cove_lite,"Yes, I see a clock in the image.",1
13773559,2397981,Do you see cars or clocks there?,yes,resample_lite,"Yes, I see a clock in the image.",1
10599873,2385133,How is the vehicle that is parked by the sidewalk called?,bus,vanilla,The vehicle parked by the sidewalk is a bus.,1
10599873,2385133,How is the vehicle that is parked by the sidewalk called?,bus,self_correct,The vehicle parked by the sidewalk is a bus.,1
10599873,2385133,How is the vehicle that is parked by the sidewalk called?,bus,cove_lite,The vehicle parked by the sidewalk is a bus.,1
10599873,2385133,How is the vehicle that is parked by the sidewalk called?,bus,resample_lite,The vehicle parked by the sidewalk is a bus.,1
07846642,2359553,Is the man on the right side or on the left of the photo?,right,vanilla,The man is on the right side of the photo.,1
